"행정구역","2022년05월_계_총인구수","2022년05월_계_연령구간인구수","2022년05월_계_0세"
"경기도 파주시 운정2동(4148056000)","63,157","515","515"
"경기도 파주시 운정3동(4148057000)","87,049","610","610"
"경기도 이천시 (4150000000)","222,948","1,204","1,204"
"경기도 이천시 장호원읍(4150025000)","14,442","51","51"
"경기도 이천시 부발읍(4150025300)","35,996","182","182"
"경기도 이천시 신둔면(4150031000)","14,176","69","69"
"경기도 이천시 백사면(4150032000)","11,422","55","55"
"경기도 이천시 호법면(4150033000)","5,826","32","32"
"경기도 이천시 마장면(4150034000)","15,479","151","151"
"경기도 이천시 대월면(4150035000)","14,539","61","61"
"경기도 이천시 모가면(4150036000)","4,358","7","7"
"경기도 이천시 설성면(4150037000)","4,682","15","15"
"경기도 이천시 율면(4150038000)","2,634","6","6"
"경기도 이천시 창전동(4150051000)","16,826","54","54"
"경기도 이천시 증포동(4150051500)","57,251","390","390"
"경기도 이천시 중리동(4150052000)","15,073","73","73"
"경기도 이천시 관고동(4150053000)","10,244","58","58"
"경기도 안성시 (4155000000)","189,969","825","825"
"경기도 안성시 공도읍(4155025000)","59,978","314","314"
"경기도 안성시 보개면(4155031000)","5,317","8","8"
"경기도 안성시 금광면(4155032000)","7,314","15","15"
"경기도 안성시 서운면(4155033000)","3,248","2","2"
"경기도 안성시 미양면(4155034000)","5,798","13","13"
"경기도 안성시 대덕면(4155035000)","15,522","81","81"
"경기도 안성시 양성면(4155036000)","5,239","8","8"
"경기도 안성시 원곡면(4155038000)","6,582","35","35"
"경기도 안성시 일죽면(4155039000)","7,474","12","12"
"경기도 안성시 죽산면(4155040000)","7,024","8","8"
"경기도 안성시 삼죽면(4155041000)","3,846","3","3"
"경기도 안성시 고삼면(4155042000)","1,939","3","3"
"경기도 안성시 안성1동(4155051000)","12,214","40","40"
"경기도 안성시 안성2동(4155052000)","26,164","156","156"
"경기도 안성시 안성3동(4155053000)","22,310","127","127"
"경기도 김포시 (4157000000)","485,453","3,289","3,289"
"경기도 김포시 통진읍(4157025000)","29,164","115","115"
"경기도 김포시 고촌읍(4157025300)","48,116","438","438"
"경기도 김포시 양촌읍(4157025600)","29,250","152","152"
"경기도 김포시 대곶면(4157034000)","9,963","21","21"
"경기도 김포시 월곶면(4157035000)","5,441","8","8"
"경기도 김포시 하성면(4157036000)","8,213","21","21"
"경기도 김포시 김포본동(4157051500)","60,383","360","360"
"경기도 김포시 장기본동(4157052500)","38,604","210","210"
"경기도 김포시 사우동(4157054000)","22,438","96","96"
"경기도 김포시 풍무동(4157055000)","61,257","399","399"
"경기도 김포시 장기동(4157056000)","41,422","272","272"
"경기도 김포시 구래동(4157057000)","45,452","457","457"
"경기도 김포시 마산동(4157057500)","36,107","358","358"
"경기도 김포시 운양동(4157058000)","49,643","382","382"
"경기도 화성시 (4159000000)","894,587","6,590","6,590"
"경기도 화성시 봉담읍(4159025300)","85,229","496","496"
"경기도 화성시 우정읍(4159025600)","17,572","36","36"
"경기도 화성시 향남읍(4159025900)","87,968","595","595"
"경기도 화성시 남양읍(4159026200)","43,580","300","300"
"경기도 화성시 매송면(4159031000)","6,957","16","16"
"경기도 화성시 비봉면(4159032000)","6,691","12","12"
"경기도 화성시 마도면(4159033000)","7,105","11","11"
"경기도 화성시 송산면(4159034000)","11,133","29","29"
"경기도 화성시 서신면(4159035000)","7,263","10","10"
"경기도 화성시 팔탄면(4159036000)","10,117","16","16"
"경기도 화성시 장안면(4159037000)","10,345","18","18"
"경기도 화성시 양감면(4159040000)","4,037","6","6"
"경기도 화성시 정남면(4159041000)","11,414","25","25"
"경기도 화성시 새솔동(4159051500)","25,089","234","234"
"경기도 화성시 진안동(4159052000)","43,686","295","295"
"경기도 화성시 병점1동(4159053000)","36,868","292","292"
"경기도 화성시 병점2동(4159054000)","23,614","120","120"
"경기도 화성시 반월동(4159055000)","31,510","231","231"
"경기도 화성시 기배동(4159056000)","14,922","72","72"
"경기도 화성시 화산동(4159057000)","23,009","83","83"
"경기도 화성시 동탄1동(4159058500)","50,856","360","360"
"경기도 화성시 동탄2동(4159058600)","34,955","131","131"
"경기도 화성시 동탄3동(4159058700)","41,766","380","380"
"경기도 화성시 동탄4동(4159058800)","52,665","407","407"
"경기도 화성시 동탄5동(4159059000)","45,914","555","555"
"경기도 화성시 동탄6동(4159060000)","40,678","403","403"
"경기도 화성시 동탄7동(4159061000)","86,765","945","945"
"경기도 화성시 동탄8동(4159062000)","32,879","512","512"
"경기도 화성시동부출장소 (4159200000)","0","0","0"
"경기도 화성시동탄출장소 (4159400000)","0","0","0"
"경기도 광주시 (4161000000)","389,483","2,258","2,258"
"경기도 광주시 오포읍(4161025000)","112,857","743","743"
"경기도 광주시 초월읍(4161025300)","48,187","268","268"
"경기도 광주시 곤지암읍(4161025900)","22,925","77","77"
"경기도 광주시 도척면(4161033000)","9,554","33","33"
"경기도 광주시 퇴촌면(4161034000)","15,845","36","36"
"경기도 광주시 남종면(4161035000)","1,497","0","0"
"경기도 광주시 남한산성면(4161037000)","2,472","2","2"
"경기도 광주시 경안동(4161051000)","29,699","225","225"
"경기도 광주시 송정동(4161052000)","21,847","80","80"
"경기도 광주시 쌍령동(4161054000)","18,272","126","126"
"경기도 광주시 탄벌동(4161055000)","38,693","165","165"
"경기도 광주시 광남1동(4161056000)","33,961","203","203"
"경기도 광주시 광남2동(4161057000)","33,674","300","300"
"경기도 양주시 (4163000000)","236,120","1,161","1,161"
"경기도 양주시 백석읍(4163025000)","26,158","58","58"
"경기도 양주시 은현면(4163031000)","5,782","11","11"
"경기도 양주시 남면(4163032000)","6,862","22","22"
"경기도 양주시 광적면(4163033000)","11,746","41","41"
"경기도 양주시 장흥면(4163034000)","10,950","43","43"
"경기도 양주시 양주1동(4163051000)","5,132","19","19"
"경기도 양주시 양주2동(4163052000)","49,968","206","206"
"경기도 양주시 회천1동(4163053000)","9,737","55","55"
"경기도 양주시 회천2동(4163054000)","27,075","75","75"
"경기도 양주시 회천3동(4163055000)","27,241","135","135"
"경기도 양주시 회천4동(4163056000)","55,469","496","496"
"경기도 포천시 (4165000000)","148,326","532","532"
"경기도 포천시 소흘읍(4165025000)","45,257","154","154"
"경기도 포천시 군내면(4165031000)","8,604","43","43"
"경기도 포천시 내촌면(4165032000)","4,480","7","7"
"경기도 포천시 가산면(4165033000)","7,576","8","8"
"경기도 포천시 신북면(4165034000)","12,510","55","55"
"경기도 포천시 창수면(4165035000)","2,104","2","2"
"경기도 포천시 영중면(4165036000)","4,730","8","8"
"경기도 포천시 일동면(4165037000)","9,431","30","30"
"경기도 포천시 이동면(4165038000)","6,196","47","47"
"경기도 포천시 영북면(4165039000)","8,189","44","44"
"경기도 포천시 관인면(4165040000)","2,680","3","3"
"경기도 포천시 화현면(4165041000)","2,709","24","24"
"경기도 포천시 포천동(4165051000)","18,964","58","58"
"경기도 포천시 선단동(4165052000)","14,896","49","49"
"경기도 여주시 (4167000000)","112,558","452","452"
"경기도 여주시 가남읍(4167025000)","15,045","55","55"
"경기도 여주시 점동면(4167031000)","4,793","9","9"
"경기도 여주시 흥천면(4167032000)","5,090","8","8"
"경기도 여주시 금사면(4167033000)","2,956","4","4"
"경기도 여주시 세종대왕면(4167034500)","6,155","19","19"
"경기도 여주시 대신면(4167035000)","6,876","13","13"
"경기도 여주시 북내면(4167036000)","4,882","5","5"
"경기도 여주시 강천면(4167037000)","4,265","6","6"
"경기도 여주시 산북면(4167038000)","2,610","5","5"
"경기도 여주시 여흥동(4167051000)","21,439","93","93"
"경기도 여주시 중앙동(4167052000)","19,846","101","101"
"경기도 여주시 오학동(4167053000)","18,601","134","134"
"경기도 연천군 (4180000000)","42,675","165","165"
"경기도 연천군 연천읍(4180025000)","7,565","60","60"
"경기도 연천군 전곡읍(4180025300)","18,946","80","80"
"경기도 연천군 군남면(4180031000)","3,121","3","3"
"경기도 연천군 청산면(4180032000)","4,172","7","7"
"경기도 연천군 백학면(4180033000)","2,555","8","8"
"경기도 연천군 미산면(4180034000)","1,720","3","3"
"경기도 연천군 왕징면(4180035000)","1,006","1","1"
"경기도 연천군 신서면(4180036000)","2,678","2","2"
"경기도 연천군 중면(4180037000)","189","0","0"
"경기도 연천군 장남면(4180038000)","723","1","1"
"경기도 가평군 (4182000000)","62,224","216","216"
"경기도 가평군 가평읍(4182025000)","19,533","71","71"
"경기도 가평군 설악면(4182031000)","9,658","35","35"
"경기도 가평군 청평면(4182032500)","13,911","39","39"
"경기도 가평군 상면(4182033000)","5,721","11","11"
"경기도 가평군 조종면(4182034500)","9,577","54","54"
"경기도 가평군 북면(4182035000)","3,824","6","6"
"경기도 양평군 (4183000000)","122,046","480","480"
"경기도 양평군 양평읍(4183025000)","31,886","142","142"
"경기도 양평군 강상면(4183031000)","10,359","60","60"
"경기도 양평군 강하면(4183032000)","4,893","16","16"
"경기도 양평군 양서면(4183033000)","13,966","68","68"
"경기도 양평군 옥천면(4183034000)","8,260","41","41"
"경기도 양평군 서종면(4183035000)","10,071","20","20"
"경기도 양평군 단월면(4183036000)","3,841","2","2"
"경기도 양평군 청운면(4183037000)","3,804","6","6"
"경기도 양평군 양동면(4183038000)","4,609","14","14"
"경기도 양평군 지평면(4183039500)","7,043","19","19"
"경기도 양평군 용문면(4183040000)","18,052","74","74"
"경기도 양평군 개군면(4183041000)","5,262","18","18"
"강원도  (4200000000)","1,539,005","7,192","7,192"
"동해출장소  (4210500000)","0","0","0"
"강원도 춘천시 (4211000000)","285,738","1,503","1,503"
"강원도 춘천시 신북읍(4211025000)","7,471","19","19"
"강원도 춘천시 동면(4211031000)","19,377","96","96"
"강원도 춘천시 동산면(4211032000)","1,455","2","2"
"강원도 춘천시 신동면(4211033000)","2,597","5","5"
"강원도 춘천시 남면(4211034000)","1,079","2","2"
"강원도 춘천시 서면(4211035000)","3,716","5","5"
"강원도 춘천시 사북면(4211036000)","2,485","3","3"
"강원도 춘천시 북산면(4211038000)","966","0","0"
"강원도 춘천시 동내면(4211039000)","17,031","80","80"
"강원도 춘천시 남산면(4211040000)","3,428","6","6"
"강원도 춘천시 교동(4211052000)","3,557","11","11"
"강원도 춘천시 조운동(4211053000)","2,618","9","9"
"강원도 춘천시 약사명동(4211054500)","3,373","29","29"
"강원도 춘천시 근화동(4211057000)","8,338","89","89"
"강원도 춘천시 소양동(4211058000)","9,130","44","44"
"강원도 춘천시 후평1동(4211060000)","11,351","46","46"
"강원도 춘천시 후평2동(4211061000)","14,442","92","92"
"강원도 춘천시 후평3동(4211061100)","20,470","137","137"
"강원도 춘천시 효자1동(4211062000)","4,349","14","14"
"강원도 춘천시 효자2동(4211063000)","12,003","28","28"
"강원도 춘천시 효자3동(4211064000)","4,410","12","12"
"강원도 춘천시 석사동(4211065000)","34,252","135","135"
"강원도 춘천시 퇴계동(4211066000)","48,166","266","266"
"강원도 춘천시 강남동(4211067500)","24,929","175","175"
"강원도 춘천시 신사우동(4211070500)","24,745","198","198"
"강원도 원주시 (4213000000)","359,229","1,989","1,989"
"강원도 원주시 문막읍(4213025000)","18,036","71","71"
"강원도 원주시 소초면(4213031000)","8,420","32","32"
"강원도 원주시 호저면(4213032000)","3,658","4","4"
"강원도 원주시 지정면(4213033000)","29,084","410","410"
"강원도 원주시 부론면(4213035000)","2,225","0","0"
"강원도 원주시 귀래면(4213036000)","2,175","2","2"
"강원도 원주시 흥업면(4213037000)","9,419","32","32"
"강원도 원주시 판부면(4213038000)","7,323","30","30"
"강원도 원주시 신림면(4213039000)","3,548","5","5"
"강원도 원주시 중앙동(4213051500)","2,491","3","3"
"강원도 원주시 원인동(4213052000)","4,356","9","9"
"강원도 원주시 개운동(4213053000)","12,722","45","45"
"강원도 원주시 명륜1동(4213054100)","8,288","19","19"
"강원도 원주시 명륜2동(4213054200)","17,146","65","65"
"강원도 원주시 단구동(4213055000)","44,298","211","211"
"강원도 원주시 일산동(4213056000)","8,572","38","38"
"강원도 원주시 학성동(4213057500)","4,578","13","13"
"강원도 원주시 단계동(4213059000)","28,722","198","198"
"강원도 원주시 우산동(4213060000)","13,511","54","54"
"강원도 원주시 태장1동(4213061000)","10,254","43","43"
"강원도 원주시 태장2동(4213062000)","24,701","121","121"
"강원도 원주시 봉산동(4213063500)","7,778","22","22"
"강원도 원주시 행구동(4213065000)","8,461","38","38"
"강원도 원주시 무실동(4213066000)","34,858","195","195"
"강원도 원주시 반곡관설동(4213067500)","44,605","329","329"
"강원도 강릉시 (4215000000)","212,414","900","900"
"강원도 강릉시 주문진읍(4215025000)","16,653","48","48"
"강원도 강릉시 성산면(4215031000)","3,458","5","5"
"강원도 강릉시 왕산면(4215032000)","1,585","6","6"
"강원도 강릉시 구정면(4215033000)","4,265","6","6"
"강원도 강릉시 강동면(4215034000)","4,146","8","8"
"강원도 강릉시 옥계면(4215035000)","3,441","7","7"
"강원도 강릉시 사천면(4215036000)","4,737","13","13"
"강원도 강릉시 연곡면(4215037000)","6,339","18","18"
"강원도 강릉시 홍제동(4215051000)","15,150","102","102"
"강원도 강릉시 중앙동(4215052000)","4,766","11","11"
"강원도 강릉시 옥천동(4215054000)","3,351","8","8"
"강원도 강릉시 교1동(4215055000)","25,663","95","95"
"강원도 강릉시 교2동(4215056000)","7,649","32","32"
"강원도 강릉시 포남1동(4215057100)","10,522","21","21"
"강원도 강릉시 포남2동(4215057200)","12,722","45","45"
"강원도 강릉시 초당동(4215058000)","4,692","14","14"
"강원도 강릉시 송정동(4215059000)","10,002","62","62"
"강원도 강릉시 내곡동(4215060000)","16,414","107","107"
"강원도 강릉시 강남동(4215061500)","17,679","59","59"
"강원도 강릉시 성덕동(4215064500)","27,903","165","165"
"강원도 강릉시 경포동(4215066500)","11,277","68","68"
"강원도 동해시 (4217000000)","89,618","397","397"
"강원도 동해시 천곡동(4217051000)","30,677","171","171"
"강원도 동해시 송정동(4217052000)","3,678","8","8"
"강원도 동해시 북삼동(4217053000)","19,987","88","88"
"강원도 동해시 부곡동(4217054000)","4,927","6","6"
"강원도 동해시 동호동(4217055000)","5,073","19","19"
"강원도 동해시 발한동(4217057000)","3,298","4","4"
"강원도 동해시 묵호동(4217059000)","2,997","2","2"
"강원도 동해시 북평동(4217060000)","12,784","88","88"
"강원도 동해시 망상동(4217063000)","3,447","8","8"
"강원도 동해시 삼화동(4217065000)","2,750","3","3"
"강원도 태백시 (4219000000)","40,163","129","129"
"강원도 태백시 황지동(4219051500)","5,975","19","19"
"강원도 태백시 황연동(4219052500)","4,195","11","11"
"강원도 태백시 삼수동(4219053500)","5,583","22","22"
"강원도 태백시 상장동(4219054000)","12,913","53","53"
"강원도 태백시 문곡소도동(4219058500)","3,776","9","9"
"강원도 태백시 장성동(4219059500)","3,286","9","9"
"강원도 태백시 구문소동(4219060500)","2,459","2","2"
"강원도 태백시 철암동(4219061500)","1,976","4","4"
"강원도 속초시 (4221000000)","82,725","388","388"
"강원도 속초시 영랑동(4221051000)","4,421","9","9"
"강원도 속초시 동명동(4221052000)","3,487","11","11"
"강원도 속초시 금호동(4221054000)","6,057","14","14"
"강원도 속초시 교동(4221056000)","9,533","32","32"
"강원도 속초시 노학동(4221057000)","21,879","97","97"
"강원도 속초시 조양동(4221058000)","29,244","193","193"
"강원도 속초시 청호동(4221059000)","4,986","25","25"
"강원도 속초시 대포동(4221060000)","3,118","7","7"
"강원도 삼척시 (4223000000)","64,216","292","292"
"강원도 삼척시 도계읍(4223025000)","9,856","12","12"
"강원도 삼척시 원덕읍(4223025300)","3,203","6","6"
"강원도 삼척시 원덕읍임원출장소(4223025400)","1,692","4","4"
"강원도 삼척시 근덕면(4223031000)","5,017","9","9"
"강원도 삼척시 하장면(4223032000)","1,281","5","5"
"강원도 삼척시 노곡면(4223033000)","710","1","1"
"강원도 삼척시 미로면(4223034000)","1,806","3","3"
"강원도 삼척시 가곡면(4223035000)","667","0","0"
"강원도 삼척시 신기면(4223036000)","675","1","1"
"강원도 삼척시 남양동(4223051000)","7,241","18","18"
"강원도 삼척시 교동(4223053000)","15,672","137","137"
"강원도 삼척시 정라동(4223054000)","8,611","63","63"
"강원도 삼척시 성내동(4223057000)","7,785","33","33"
"강원도 홍천군 (4272000000)","67,915","249","249"
"강원도 홍천군 홍천읍(4272025000)","33,719","173","173"
"강원도 홍천군 화촌면(4272031000)","4,502","8","8"
"강원도 홍천군 두촌면(4272032000)","2,428","1","1"
"강원도 홍천군 내촌면(4272033000)","2,408","3","3"
"강원도 홍천군 서석면(4272034000)","3,725","7","7"
"강원도 홍천군 영귀미면(4272035200)","4,102","7","7"
"강원도 홍천군 남면(4272036000)","6,120","28","28"
"강원도 홍천군 서면(4272037000)","3,807","6","6"
"강원도 홍천군 북방면(4272038000)","3,990","7","7"
"강원도 홍천군 내면(4272039000)","3,114","9","9"
"강원도 횡성군 (4273000000)","46,560","144","144"
"강원도 횡성군 횡성읍(4273025000)","20,951","111","111"
"강원도 횡성군 우천면(4273031000)","4,446","6","6"
"강원도 횡성군 안흥면(4273032000)","3,174","4","4"
"강원도 횡성군 둔내면(4273033000)","5,896","14","14"
"강원도 횡성군 갑천면(4273034000)","2,418","2","2"
"강원도 횡성군 청일면(4273035000)","2,371","1","1"
"강원도 횡성군 공근면(4273036000)","3,468","3","3"
"강원도 횡성군 서원면(4273037000)","2,085","2","2"
"강원도 횡성군 강림면(4273038000)","1,751","1","1"
"강원도 영월군 (4275000000)","37,963","92","92"
"강원도 영월군 영월읍(4275025000)","20,883","72","72"
"강원도 영월군 상동읍(4275025300)","1,005","0","0"
"강원도 영월군 산솔면(4275031200)","1,411","1","1"
"강원도 영월군 김삿갓면(4275032500)","1,742","1","1"
"강원도 영월군 북면(4275033000)","2,060","3","3"
"강원도 영월군 남면(4275034000)","2,216","2","2"
"강원도 영월군 한반도면(4275035500)","1,208","3","3"
"강원도 영월군 한반도면쌍용출장소(4275035900)","1,631","3","3"
"강원도 영월군 주천면(4275036000)","3,731","5","5"
"강원도 영월군 무릉도원면(4275038000)","2,076","2","2"
"강원도 평창군 (4276000000)","41,149","86","86"
"강원도 평창군 평창읍(4276025000)","8,484","24","24"
"강원도 평창군 미탄면(4276031000)","1,619","2","2"
"강원도 평창군 방림면(4276032000)","856","3","3"
"강원도 평창군 방림면계촌출장소(4276032500)","1,697","0","0"
"강원도 평창군 대화면(4276033000)","5,153","8","8"
"강원도 평창군 봉평면(4276034000)","5,772","14","14"
"강원도 평창군 용평면(4276035000)","3,098","9","9"
"강원도 평창군 진부면(4276036000)","8,537","15","15"
"강원도 평창군 대관령면(4276038000)","5,933","11","11"
"강원도 정선군 (4277000000)","35,382","96","96"
"강원도 정선군 정선읍(4277025000)","10,306","31","31"
"강원도 정선군 고한읍(4277025300)","4,354","23","23"
"강원도 정선군 사북읍(4277025600)","4,613","17","17"
"강원도 정선군 신동읍(4277025900)","1,779","3","3"
"강원도 정선군 신동읍함백출장소(4277026000)","1,594","3","3"
"강원도 정선군 남면(4277032000)","3,172","8","8"
"강원도 정선군 북평면(4277034000)","2,492","3","3"
"강원도 정선군 임계면(4277035000)","3,472","3","3"
"강원도 정선군 화암면(4277036000)","1,631","3","3"
"강원도 정선군 여량면(4277037000)","1,969","2","2"
"강원도 철원군 (4278000000)","42,829","250","250"
"강원도 철원군 철원읍(4278025000)","5,229","48","48"
"강원도 철원군 김화읍(4278025300)","3,384","32","32"
"강원도 철원군 갈말읍(4278025600)","11,814","50","50"
"강원도 철원군 동송읍(4278025900)","14,733","74","74"
"강원도 철원군 서면(4278031000)","1,813","19","19"
"강원도 철원군 서면와수출장소(4278031500)","3,615","12","12"
"강원도 철원군 근남면(4278032000)","2,135","15","15"
"강원도 철원군 근북면(4278033000)","106","0","0"
"강원도 화천군 (4279000000)","24,029","129","129"
"강원도 화천군 화천읍(4279025000)","8,273","51","51"
"강원도 화천군 간동면(4279031000)","2,661","2","2"
"강원도 화천군 하남면(4279032000)","2,863","5","5"
"강원도 화천군 상서면(4279033000)","4,024","33","33"
"강원도 화천군 사내면(4279034000)","6,208","38","38"
"강원도 양구군 (4280000000)","21,635","139","139"
"강원도 양구군 양구읍(4280025000)","13,756","118","118"
"강원도 양구군 국토정중앙면(4280031500)","3,337","4","4"
"강원도 양구군 동면(4280032000)","2,034","11","11"
"강원도 양구군 방산면(4280033000)","1,259","3","3"
"강원도 양구군 해안면(4280034000)","1,249","3","3"
"강원도 인제군 (4281000000)","32,173","236","236"
"강원도 인제군 인제읍(4281025000)","10,318","91","91"
"강원도 인제군 인제읍귀둔출장소(4281025100)","509","0","0"
"강원도 인제군 남면(4281031000)","3,807","22","22"
"강원도 인제군 북면(4281032000)","7,990","36","36"
"강원도 인제군 기린면(4281033000)","4,989","40","40"
"강원도 인제군 서화면(4281034000)","2,542","30","30"
"강원도 인제군 상남면(4281035000)","2,018","17","17"
"강원도 고성군 (4282000000)","27,384","98","98"
"강원도 고성군 간성읍(4282025000)","7,099","47","47"
"강원도 고성군 거진읍(4282025300)","5,963","9","9"
"강원도 고성군 현내면(4282031000)","2,295","1","1"
"강원도 고성군 죽왕면(4282032000)","3,441","10","10"
"강원도 고성군 토성면(4282033000)","8,586","31","31"
"강원도 양양군 (4283000000)","27,883","75","75"
"강원도 양양군 양양읍(4283025000)","12,661","55","55"
"강원도 양양군 서면(4283031000)","2,795","0","0"
"강원도 양양군 손양면(4283032000)","2,282","2","2"
"강원도 양양군 현북면(4283033000)","2,616","4","4"
"강원도 양양군 현남면(4283034000)","2,942","5","5"
"강원도 양양군 강현면(4283035000)","4,587","9","9"
"충청북도  (4300000000)","1,597,033","7,686","7,686"
"충청북도 청주시 (4311000000)","848,727","4,801","4,801"
"충청북도 청주시 상당구 (4311100000)","194,117","1,052","1,052"
"충청북도 청주시 상당구 낭성면(4311131000)","2,223","3","3"
"충청북도 청주시 상당구 미원면(4311132000)","4,828","5","5"
"충청북도 청주시 상당구 가덕면(4311133000)","3,826","4","4"
"충청북도 청주시 상당구 남일면(4311134000)","6,782","30","30"
"충청북도 청주시 상당구 문의면(4311135000)","3,859","2","2"
"충청북도 청주시 상당구 중앙동(4311152500)","6,877","33","33"
"충청북도 청주시 상당구 성안동(4311154500)","6,749","23","23"
"충청북도 청주시 상당구 탑대성동(4311162000)","8,471","20","20"
"충청북도 청주시 상당구 영운동(4311167000)","10,487","41","41"
"충청북도 청주시 상당구 금천동(4311168000)","30,720","137","137"
"충청북도 청주시 상당구 용담.명암.산성동(4311169000)","13,267","56","56"
"충청북도 청주시 상당구 용암1동(4311172000)","56,278","402","402"
"충청북도 청주시 상당구 용암2동(4311173000)","39,750","296","296"
"충청북도 청주시 서원구 (4311200000)","192,674","835","835"
"충청북도 청주시 서원구 남이면(4311231000)","10,003","47","47"
"충청북도 청주시 서원구 현도면(4311232000)","3,210","1","1"
"충청북도 청주시 서원구 사직1동(4311251000)","6,034","16","16"
"충청북도 청주시 서원구 사직2동(4311252000)","13,480","83","83"
"충청북도 청주시 서원구 사창동(4311253000)","14,727","33","33"
"충청북도 청주시 서원구 모충동(4311254000)","16,982","93","93"
"충청북도 청주시 서원구 산남동(4311255000)","26,145","124","124"
"충청북도 청주시 서원구 분평동(4311256000)","29,809","126","126"
"충청북도 청주시 서원구 수곡1동(4311257000)","13,257","33","33"
"충청북도 청주시 서원구 수곡2동(4311258000)","15,798","76","76"
"충청북도 청주시 서원구 성화.개신.죽림동(4311259000)","43,229","203","203"
"충청북도 청주시 흥덕구 (4311300000)","267,488","1,664","1,664"
"충청북도 청주시 흥덕구 오송읍(4311325000)","24,542","134","134"
"충청북도 청주시 흥덕구 강내면(4311331000)","10,710","50","50"
"충청북도 청주시 흥덕구 옥산면(4311332000)","17,814","183","183"
"충청북도 청주시 흥덕구 운천.신봉동(4311370000)","16,579","37","37"
"충청북도 청주시 흥덕구 복대1동(4311374100)","50,228","356","356"
"충청북도 청주시 흥덕구 복대2동(4311374200)","15,967","47","47"
"충청북도 청주시 흥덕구 가경동(4311374700)","55,696","329","329"
"충청북도 청주시 흥덕구 봉명1동(4311375100)","9,604","21","21"
"충청북도 청주시 흥덕구 봉명2.송정동(4311375600)","23,660","123","123"
"충청북도 청주시 흥덕구 강서제1동(4311376000)","28,543","170","170"
"충청북도 청주시 흥덕구 강서제2동(4311377000)","14,145","214","214"
"충청북도 청주시 청원구 (4311400000)","194,448","1,250","1,250"
"충청북도 청주시 청원구 내수읍(4311425000)","19,000","77","77"
"충청북도 청주시 청원구 오창읍(4311425300)","70,105","699","699"
"충청북도 청주시 청원구 북이면(4311431000)","4,465","3","3"
"충청북도 청주시 청원구 우암동(4311451000)","12,377","38","38"
"충청북도 청주시 청원구 내덕1동(4311452000)","8,417","14","14"
"충청북도 청주시 청원구 내덕2동(4311453000)","13,386","54","54"
"충청북도 청주시 청원구 율량.사천동(4311454000)","48,527","270","270"
"충청북도 청주시 청원구 오근장동(4311455000)","18,171","95","95"
"충청북도 충주시 (4313000000)","208,744","865","865"
"충청북도 충주시 주덕읍(4313025000)","4,816","6","6"
"충청북도 충주시 살미면(4313031000)","2,023","3","3"
"충청북도 충주시 수안보면(4313032500)","2,902","3","3"
"충청북도 충주시 대소원면(4313033500)","9,163","56","56"
"충청북도 충주시 신니면(4313035000)","2,847","2","2"
"충청북도 충주시 노은면(4313036000)","2,226","5","5"
"충청북도 충주시 앙성면(4313037000)","3,961","3","3"
"충청북도 충주시 중앙탑면(4313038500)","13,490","181","181"
"충청북도 충주시 금가면(4313039000)","3,890","30","30"
"충청북도 충주시 동량면(4313040000)","3,599","3","3"
"충청북도 충주시 산척면(4313041000)","2,256","2","2"
"충청북도 충주시 엄정면(4313042000)","3,086","3","3"
"충청북도 충주시 소태면(4313043000)","1,929","2","2"
"충청북도 충주시 성내.충인동(4313051500)","2,613","8","8"
"충청북도 충주시 교현.안림동(4313053500)","23,234","73","73"
"충청북도 충주시 교현2동(4313054000)","6,746","14","14"
"충청북도 충주시 용산동(4313055000)","14,944","54","54"
"충청북도 충주시 지현동(4313056000)","5,145","13","13"
"충청북도 충주시 문화동(4313057100)","9,334","19","19"
"충청북도 충주시 호암.직동(4313058000)","20,196","138","138"
"충청북도 충주시 달천동(4313060500)","3,783","3","3"
"충청북도 충주시 봉방동(4313061000)","9,119","16","16"
"충청북도 충주시 칠금.금릉동(4313062500)","14,391","56","56"
"충청북도 충주시 연수동(4313063000)","36,450","129","129"
"충청북도 충주시 목행.용탄동(4313064000)","6,601","43","43"
"충청북도 제천시 (4315000000)","132,131","536","536"
"충청북도 제천시 봉양읍(4315025000)","6,716","10","10"
"충청북도 제천시 금성면(4315031000)","1,888","4","4"
"충청북도 제천시 청풍면(4315032000)","1,260","0","0"
"충청북도 제천시 수산면(4315033000)","2,026","4","4"
"충청북도 제천시 덕산면(4315034000)","2,147","4","4"
"충청북도 제천시 한수면(4315035000)","701","2","2"
"충청북도 제천시 백운면(4315036000)","3,328","1","1"
"충청북도 제천시 송학면(4315038000)","4,675","9","9"
"충청북도 제천시 교동(4315051000)","18,417","80","80"
"충청북도 제천시 의림지동(4315051800)","10,031","39","39"
"충청북도 제천시 중앙동(4315052800)","5,717","12","12"
"충청북도 제천시 남현동(4315053700)","4,881","10","10"
"충청북도 제천시 영서동(4315054700)","10,093","48","48"
"충청북도 제천시 용두동(4315056000)","18,590","121","121"
"충청북도 제천시 신백동(4315057700)","11,054","40","40"
"충청북도 제천시 청전동(4315059000)","15,481","40","40"
"충청북도 제천시 화산동(4315060500)","15,126","112","112"
"충청북도 보은군 (4372000000)","31,807","79","79"
"충청북도 보은군 보은읍(4372025000)","14,706","58","58"
"충청북도 보은군 속리산면(4372031500)","1,846","2","2"
"충청북도 보은군 장안면(4372032500)","1,447","5","5"
"충청북도 보은군 마로면(4372033000)","2,164","4","4"
